date,ip,attack_type,threat_theme,threat_level,is_malicious,abuseip_score,usage_type,abuseip_categories,abuseip_distinct_users,abuseip_last_reported,country,isp,infra_owner
2026-04-22,174.51.83.11,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc."
2026-04-22,80.254.23.110,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-06-24T15:03:51+00:00,Russia,Piter-telecom Ltd.,Pitel II NET P2P
2026-04-22,181.143.31.202,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Colombia,EPM Telecomunicaciones S.A. E.S.P.,EPM Telecomunicaciones S.A. E.S.P
2026-04-22,60.254.1.38,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,India,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited
2026-04-22,103.146.54.91,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Bangladesh,Md. Sohel,Unknown
2026-04-22,13.107.234.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,Microsoft Corporation,Microsoft Corporation
2026-04-22,93.84.100.31,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Belarus,Republican Unitary Telecommunication Enterprise Beltelecom,OAO Brestskoe Morojenoe Brest
2026-04-22,82.192.169.38,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Denmark,GlobalConnect A/S,Globalconnect P2P
2026-04-22,95.160.237.97,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-01-16T21:17:33+00:00,Poland,Vectra S.A.,Powiat Swidwinski   Starostwo Powiatowe w Swidwinie
2026-04-22,13.105.221.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,Microsoft Corporation,Microsoft Corporation
2026-04-22,193.232.162.144,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,Telezon-Seti LLC,Telezon-Seti LLC
2026-04-22,72.167.45.177,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"GoDaddy.com, LLC","GoDaddy.com, LLC"
2026-04-22,188.114.96.0,none,verified_service,0,0,0,Content Delivery Network,"7,10,11,14,18,19,20,21",7,2026-03-26T02:25:23+00:00,Canada,"Cloudflare, Inc.","CloudFlare, Inc."
2026-04-22,1.0.153.133,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-11-23T12:18:22+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,103.164.105.37,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Indonesia,SOLUSINET,Unknown
2026-04-22,104.255.56.55,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"Amazon.com, Inc.",Amazon Technologies Inc. (us-east-1)
2026-04-22,13.107.197.16,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,Microsoft Corporation,Microsoft Corporation
2026-04-22,82.123.78.255,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,France,France Telecom,Unknown
2026-04-22,13.107.50.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Corporation
2026-02-19,64.111.93.170,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,The Netherlands,BL Networks,BL Networks
2026-04-22,81.169.245.98,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-10-02T02:31:03+00:00,Germany,Strato AG,Strato AG
2026-04-22,103.120.113.53,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,"Cableconnect Co., Ltd",Franchise
2026-04-22,91.221.102.72,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Russia,Skytel LLC,Skytel LLC
2026-04-22,128.24.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Cloud (eastus2)
2026-04-22,103.148.178.35,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Bangladesh,Bandhon Enterprise,Md Nazmul Alam Khan
2026-04-22,103.8.172.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Australia,"Amazon.com, Inc.",Amazon Technologies Inc. (ap-southeast-2)
2026-04-22,88.221.163.127,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Poland,Akamai Technologies,Unknown
2025-08-29,38.71.99.145,espionage,general_threat,1,1,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,Spectrum,"CHARTER COMMUNICATIONS OPERATING, LLC"
2026-02-20,198.23.177.219,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,"15,7",1,2026-02-05T15:02:23+00:00,United States,HostPapa,VPS ACE
2026-04-22,92.42.127.220,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United Kingdom,Wavenet Limited,Thebookpeople
2025-08-29,193.239.86.146,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Hong Kong,M247 Europe SRL,M247 Ltd HONG KONG
2026-04-22,9.9.9.10,none,verified_service,0,0,1,Data Center/Web Hosting/Transit,14,1,2026-03-29T01:18:29+00:00,United States,Quad9,Quad9
2026-04-22,13.104.192.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Cloud (eastus)
2026-04-22,162.158.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,14,1,2026-04-13T22:00:16+00:00,Australia,"Cloudflare, Inc.",Cloudflare WARP
2025-08-29,146.70.79.81,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Hong Kong,M247 Europe Infra,M247 Ltd HONG KONG
2026-04-22,82.65.2.91,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,France,Proxad / Free SAS,ProXad network / Free SA
2026-04-22,80.80.44.129,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Bosnia and Herzegovina,Kablovska telvezija HS d.o.o Sarajevo,Unknown
2026-04-22,120.232.236.0,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,China,China Mobile communications corporation,AWS CloudFront (GLOBAL)
2026-04-22,13.244.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,"Amazon.com, Inc.",AWS EC2 (af-south-1)
2026-04-22,104.24.0.0,none,verified_service,0,0,0,Content Delivery Network,No_Reports,0,Never_Reported,Canada,"Cloudflare, Inc.","Cloudflare, Inc."
2026-04-22,104.47.200.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Cloud (eastus2)
2026-04-22,102.213.92.6,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Kenya,Flink Technologies LTD,FLINK
2026-04-22,66.249.78.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Google LLC,Google LLC
2026-02-01,146.0.41.233,espionage,mobile_devices,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,WIIT AG,Myloc De Steffenruehl
2026-04-22,52.112.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Cloud (centralus)
2025-08-29,45.59.118.136,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United Arab Emirates,anyNode,Cloudzy AI
2026-04-22,89.190.36.18,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Czechia,DPT s.r.o. LLC,Datonet
2026-04-22,108.166.248.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"Amazon.com, Inc.",Amazon Technologies Inc. (us-east-2)
2026-04-22,1.0.148.100,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,102.133.112.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,Microsoft Corporation,Microsoft Azure Cloud (southafricawest)
2026-04-22,1.178.100.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"Amazon.com, Inc.",AWS EC2 (us-west-1)
2026-04-22,110.238.2.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"Amazon.com, Inc.",AWS EC2 (us-east-2)
2026-04-22,102.133.248.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,Microsoft Corporation,Microsoft Azure SQL (southafricanorth)
2026-04-22,1.4.168.191,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,72.14.187.108,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"Akamai Technologies, Inc.",Linode
2026-04-22,41.57.104.190,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Kenya,Jamii Telecommunications Limited,FAIBA
2025-08-29,104.194.129.137,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United Kingdom,FranTech Solutions,RouterHosting LLC
2025-08-29,45.61.132.125,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-02-13T13:53:09+00:00,United States,RouterHosting LLC,FranTech Solutions
2026-04-22,102.37.16.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,Microsoft Corporation,Microsoft Azure Cloud (southafricanorth)
2025-08-29,104.194.150.26,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,FranTech Solutions,RouterHosting LLC
2025-08-29,45.61.133.77,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,RouterHosting LLC,FranTech Solutions
2026-04-22,104.47.240.215,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Action Group (southcentralus)
2026-04-22,1.0.152.120,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2021-06-22T15:09:20+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,104.46.224.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Japan,Microsoft Corporation,Microsoft Azure Cloud (japanwest)
2026-04-22,85.17.17.65,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Netherlands,LeaseWeb Netherlands B.V.,LeaseWeb Netherlands B.V.
2025-08-29,23.227.196.22,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-01-03T19:14:20+00:00,United States,HIVELOCITY,Unknown
2026-04-22,1.178.174.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Sweden,"Amazon.com, Inc.",AWS EC2 (eu-north-1)
2026-04-22,104.46.192.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Cloud (eastus2)
2026-04-22,85.30.235.162,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,National Cable Networks,Unknown
2026-04-22,13.107.231.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,Microsoft Corporation,Microsoft Corporation
2026-04-22,1.0.148.35,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-08-18T03:48:23+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2025-08-29,45.61.128.29,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-02-10T20:16:38+00:00,United States,RouterHosting LLC,FranTech Solutions
2026-04-22,5.58.4.85,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2025-06-18T15:22:56+00:00,Ukraine,Columbus,Lanet Network Ltd
2026-04-22,13.106.57.181,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Action Group (westus2)
2025-10-06,185.181.60.11,exploit_delivery,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-11-29T03:48:39+00:00,Norway,TERRAHOST,Unknown
2026-04-22,100.48.0.0,none,verified_service,0,0,1,Data Center/Web Hosting/Transit,14,1,2026-04-11T17:00:28+00:00,United States,"Amazon.com, Inc.",AWS EC2 (us-east-1)
2026-04-22,1.0.136.32,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,5.50.203.180,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,France,BOUYGUES Telecom ISP Wireline,Bouygues Telecom SA
2026-04-22,187.103.232.67,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Brazil,Adylnet Telecom,Adylnet Telecom
2026-04-22,1.0.138.176,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-02-18,212.111.89.17,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Netherlands,Servers Tech Fzco,Servers Tech Fzco
2026-04-22,13.107.136.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Corporation
2026-04-22,131.253.33.215,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Corp
2026-04-22,81.169.245.149,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-10-28T05:18:25+00:00,Germany,Strato AG,Strato AG
2026-04-22,1.0.156.182,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,162.159.50.27,none,verified_service,0,0,0,Content Delivery Network,No_Reports,0,Never_Reported,Canada,"Cloudflare, Inc.","Cloudflare, Inc."
2026-04-22,66.249.79.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Google LLC,Google LLC
2026-04-22,32.236.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Australia,"Amazon.com, Inc.",AWS EC2 (ap-southeast-2)
2026-04-22,80.107.225.144,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Greece,Ote SA (Hellenic Telecommunications Organisation),Ote SA (Hellenic Telecommunications Organisation)
2026-04-22,111.221.28.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,China,"Microsoft Mobile Alliance Internet Services Co., Ltd","Microsoft Mobile Alliance  Co., Ltd"
2026-04-22,1.0.136.199,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2025-11-10T17:10:05+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,1.0.156.228,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-02-22T06:03:43+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,1.0.155.230,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-02-18,194.59.31.157,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-04-09T04:07:26+00:00,France,12651980 Canada Inc.,Virtuo Networks France
2026-04-22,5.138.140.65,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,OJSC Rostelecom Macroregional Branch South,OJSC Rostelecom Macroregional Branch South
2026-04-22,35.229.24.185,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-07-18T21:51:21+00:00,United States,Google LLC,Google Cloud (us-east1)
2026-04-22,1.178.64.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Japan,"Amazon.com, Inc.",AWS EC2 (ap-northeast-1)
2026-04-22,66.249.76.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Google LLC,Google LLC
2026-04-22,13.104.248.32,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Corporation
2026-04-22,13.107.128.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Corporation
2026-04-22,1.0.136.23,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-08-01T03:36:45+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2025-05-12,138.68.61.82,exploit_delivery,general_threat,2,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2022-10-27T11:14:13+00:00,United States,"DigitalOcean, LLC","DigitalOcean, LLC"
2025-10-29,23.27.202.27,ransomware,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Ace Data Centers II,Evoxt
2025-08-29,104.194.154.222,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,RouterHosting LLC,FranTech Solutions
2026-04-22,94.205.212.140,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United Arab Emirates,Emirates Integrated Telecommunications Company PJSC,Emirates Integrated Telecommunications Company
2026-04-22,56.1.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Brazil,"Amazon.com, Inc.",Amazon Technologies Inc. (sa-east-1)
2026-04-22,13.105.66.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,Microsoft Corporation,Microsoft Azure Cloud (germanywestcentral)
2026-04-22,115.98.129.153,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,India,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited
2026-04-22,13.107.37.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,Microsoft Corporation,Microsoft Corporation
2026-04-22,84.79.227.152,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2020-12-29T20:51:00+00:00,Spain,YIF Network,Unknown
2026-04-22,37.29.36.112,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-10-04T09:07:44+00:00,Russia,MegaFon,Unknown
2026-04-22,45.225.123.175,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Brazil,Centrosulnet Informatica Eireli,TOP NET SERVIÇOS LTDA
2026-04-22,190.210.25.157,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Argentina,NSS S.A.,NSS S.A
2026-04-22,102.133.96.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,Microsoft Corporation,Microsoft Azure Cloud (southafricawest)
2025-08-29,63.245.1.13,espionage,general_threat,1,1,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,Columbus Networks USA,Columbus Networks IP TRANSIT
2026-04-22,104.255.56.12,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"Amazon.com, Inc.",Amazon Technologies Inc. (us-east-1)
2026-04-22,1.0.136.150,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-02-24T06:29:03+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,13.106.54.19,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Action Group (southcentralus)
2026-04-22,1.0.153.60,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2021-12-24T18:38:07+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,104.44.128.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Cloud (southcentralus)
2026-04-22,78.29.12.72,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,Intersvyaz-2 JSC,Intersvyaz-2 JSC
2026-04-22,1.0.141.163,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,34.101.50.144,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Indonesia,Google LLC,Google Cloud (asia-southeast2)
2026-04-22,102.37.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,Microsoft Corporation,Microsoft Azure Cloud (southafricanorth)
2026-04-22,125.212.237.1,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Vietnam,Vietel - CHT Compamy Ltd,Viettel Group
2026-04-22,34.176.130.16,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-12-22T18:49:21+00:00,Chile,Google LLC,Google Cloud (southamerica-west1)
2026-04-22,1.0.145.170,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,73.82.172.106,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,Comcast Cable Communications,"Comcast IP Services, L.L.C."
2026-04-22,1.0.146.163,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,1.178.16.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Bahrain,Amazon Technologies Inc,AWS EC2 (me-south-1)
2026-04-22,35.247.243.240,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,"14,15,19,20,21,22",4,2026-03-04T13:02:02+00:00,Brazil,Google LLC,Google Cloud (southamerica-east1)
2026-04-22,174.50.214.17,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc."
2025-08-29,45.61.149.200,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-02-27T08:27:49+00:00,United States,RouterHosting LLC,FranTech Solutions
2026-02-18,91.92.243.47,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-10-25T20:31:49+00:00,United States,Omegatech LTD,Omegatech LTD
2026-02-19,185.141.216.76,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,Rica Web Services,Moula World Llc
2026-04-22,81.176.226.66,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Russia,RTCOMM,In-Solve/1Gb.ru hosting services
2025-08-29,45.61.133.61,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,RouterHosting LLC,FranTech Solutions
2025-08-29,14.143.247.202,espionage,general_threat,1,1,0,Fixed Line ISP,No_Reports,0,Never_Reported,India,Tata Communications Limited,Tata Communications Limited
2026-04-22,13.107.9.192,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Corporation
2026-04-22,62.12.116.181,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Kenya,Angani - KE,Unknown
2025-08-29,89.117.2.39,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-11-19T15:45:26+00:00,France,Hosteons Pte. Ltd.,Hosteons Pte. Ltd
2025-08-29,172.86.80.15,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,RouterHosting LLC,FranTech Solutions
2026-02-20,202.95.17.184,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,CTG Server Limited,Rackip Consultancy Pte. LTD
2026-04-22,205.170.181.146,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,CenturyLink Communications,"CenturyLink, Inc"
2026-04-22,104.255.59.132,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Australia,"Amazon.com, Inc.",Amazon Technologies Inc
2026-04-22,1.178.4.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"Amazon.com, Inc.",AWS EC2 (us-east-1)
2026-02-19,212.11.64.115,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Switzerland,Global-Data System IT Corporation,Global-Data System IT Corporation
2026-02-18,45.63.98.51,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United Kingdom,Choopa,"Vultr Holdings, LLC"
2026-04-22,2.24.168.20,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Lithuania,EE Limited,Unknown
2026-04-22,1.0.153.238,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-09-04T16:19:32+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,67.182.56.137,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc."
2026-04-22,1.0.150.90,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-06-11T05:49:58+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,35.56.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Israel,Amazon.com,"Amazon.com, Inc."
2026-04-22,1.0.136.114,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-06-13T07:25:42+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,1.0.153.66,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-01-10T08:09:30+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,104.255.56.60,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"Amazon.com, Inc.",Amazon Technologies Inc. (us-east-1)
2026-04-22,13.107.238.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,Microsoft Corporation,Microsoft Corporation
2026-04-22,1.0.145.168,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,1.0.138.50,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
